Row	Col	ControlType	ProbeName	SystematicName	logFC	t	P.Value	adj.P.Val	B
10938	134	32	0	A_07_P046719	Z1131	0.866701343408865	6.52345889144945	0.000237730300293323	0.00109796228687725	0.294564287410824
3539	44	13	0	A_07_P010506	ABE-0285016	1.09742448042287	6.52339702922113	0.000237745001096416	0.00109796228687725	0.294496320814662
15388	188	54	0	A_07_P004742	b0858	-0.94138517101083	-6.52044327752566	0.000238448102488542	0.00110067272259818	0.291250562604065
9179	112	77	0	A_07_P060419	ECs1378	1.01133576611114	6.51715283768764	0.000239234073090212	0.00110376285451071	0.287633586148131
15573	190	75	0	A_07_P008251	b0312	1.34693728908685	6.50761224633351	0.000241529326340244	0.00111381001903349	0.277138780616231
14661	179	65	0	A_07_P033462	c_0857	-3.35789059749039	-6.50670984668824	0.000241747688532345	0.0011142745040284	0.276145554362633
4976	61	56	0	A_07_P005799	b3784	1.1490391369187	6.50101906993499	0.000243129809367161	0.0011200999777849	0.269879721303226
3192	39	76	0	A_07_P011082	b0081	0.835710921389088	6.49869384180198	0.000243697065927327	0.00112216752963716	0.267318394831467
13579	166	49	0	A_07_P001651	b1090	1.06968892173951	6.49580134160193	0.000244404768464475	0.00112487947856925	0.264131279154065
4376	54	30	0	A_07_P032443	c_2864	0.796803167742977	6.49183924710588	0.000245377879833764	0.00112880975123138	0.259763973688712
6948	85	60	0	A_07_P008206	b0303	-1.06252170861633	-6.49100522315524	0.000245583269151057	0.00112883853981922	0.258844409106968
6798	83	74	0	A_07_P015697	b1801	-1.1075749554622	-6.49084604510061	0.000245622490558214	0.00112883853981922	0.258668895530156
292	4	46	0	A_07_P042926	Z3859	1.01060938236282	6.48837138135907	0.000246233143706458	0.00113083872534458	0.255939874594337
10716	131	56	0	A_07_P021380	b0453	-0.790831990603195	-6.48811508908073	0.000246296483359995	0.00113083872534458	0.255657196815583
13796	169	20	0	A_07_P048197	Z2322	1.28836708653051	6.48615959678507	0.000246780357607061	0.00113203522295132	0.2535001215904
14187	174	1	0	A_07_P000206	b3096	-1.08704244241176	-6.48609601586328	0.000246796108044179	0.00113203522295132	0.253429978577935
5297	65	49	0	A_07_P051561	Z1495	0.860891109441882	6.48391108316045	0.000247338045472899	0.00113389078271143	0.25101924300096
13273	162	71	0	A_07_P056516	ECs3915	1.30767597182921	6.48350038625268	0.000247440059951913	0.00113389078271143	0.250566037485288
7126	87	74	0	A_07_P005379	b0987	0.883305825801262	6.48220893720179	0.000247761152701644	0.00113440684489802	0.249140784857279
6216	76	66	0	A_07_P016261	b0495	-0.913717083096833	-6.48176533989215	0.000247871551134518	0.00113440684489802	0.248651180713102
9804	120	46	0	A_07_P052621	Z3217	0.882809907298301	6.48160299045918	0.000247911968849123	0.00113440684489802	0.248471987527775
1483	19	7	0	A_07_P037341	c_5455	0.875766486176412	6.47941361776646	0.00024845774086219	0.00113635524937067	0.246055153582197
364	5	36	0	A_07_P052846	ECs2970	1.02423761943314	6.47790830396382	0.000248833764313156	0.00113752577971728	0.244393108609205
5076	62	74	0	A_07_P003076	b2060	1.05634416866058	6.47739774812442	0.00024896144353865	0.00113756044052006	0.243829331647059
12769	156	59	0	A_07_P061034	ECs1608	-1.3738109637594	-6.47671274259987	0.000249132863424372	0.00113779483237977	0.243072870149941
5585	69	9	0	A_07_P032411	c_2841	1.23202646567524	6.47160298156753	0.000250415710381829	0.00114252923202654	0.237428280812063
11733	144	7	0	A_07_P034249	c_4040	-0.742318472740583	-6.47072110976841	0.000250637853991383	0.00114252923202654	0.236453782827853
11594	142	32	0	A_07_P035967	c_0257	1.04949529453635	6.47033581132501	0.00025073497950559	0.00114252923202654	0.236027985290464
2184	27	52	0	A_07_P047294	Z5687	-1.01822210072688	-6.47021128423177	0.000250766379078229	0.00114252923202654	0.235890365157537
12871	157	79	0	A_07_P019386	b3922	-1.16022265763934	-6.4700317288472	0.000250811661763177	0.00114252923202654	0.23569192760994
13554	166	24	0	A_07_P050880	Z6001	0.914899867151317	6.46970833097178	0.000250893243519341	0.00114252923202654	0.235334511069437
11341	139	25	0	A_07_P007166	b1246	1.04120844948211	6.46611965849633	0.000251800521235079	0.00114560967314237	0.231367483919668
1314	17	2	0	A_07_P049376	Z4898	-0.946590273765653	-6.46607598270794	0.000251811585671709	0.00114560967314237	0.231319193691914
8994	110	56	0	A_07_P016406	b0524	0.746889626305095	6.46558477300279	0.000251936061624247	0.00114562572045361	0.230776070592535
7975	98	21	0	A_07_P051161	Z1358	0.952832287966385	6.46506123869205	0.000252068804197351	0.0011456793250275	0.230197174212966
10486	128	72	0	A_07_P044649	Z2994	0.804112761043784	6.46421472889711	0.000252283602079837	0.00114610564935262	0.22926107787246
3635	45	27	0	A_07_P045606	Z4196	0.842150589146499	6.46302891091128	0.000252584840214534	0.00114692406831834	0.227949616927375
12739	156	29	0	A_07_P055195	ECs2674	0.979908134685901	6.46232357542014	0.000252764209163443	0.00114718859089417	0.22716946632459
9041	111	21	0	A_07_P006083	b2820	0.989187547514275	6.46123801233098	0.000253040547996834	0.00114789275413123	0.225968638458065
6002	74	16	0	A_07_P006442	b2895	0.873333070016433	6.45906639314187	0.000253594360085962	0.00114920050289004	0.223566004945515
7718	95	10	0	A_07_P042881	Z3810	0.824255655674552	6.45889611338945	0.00025363784224061	0.00114920050289004	0.223377586648291
14873	182	31	0	A_07_P001923	b2690	0.816233148960628	6.45868092000954	0.000253692805272707	0.00114920050289004	0.223139465360229
9213	113	29	0	A_07_P053126	ECs3098	0.79493520996994	6.45592620021837	0.00025439756585547	0.00115130679696853	0.220090741919595
10879	133	55	0	A_07_P057581	ECs4597	0.818034925551491	6.45591327000846	0.000254400879017644	0.00115130679696853	0.220076429515001
2790	35	2	0	A_07_P058997	ACA-0244190	0.907786925520038	6.45455038705211	0.000254750365497931	0.00115233785195626	0.218567744368237
12950	158	76	0	A_07_P063103	ECs1494	1.17770346863136	6.45401817462644	0.000254886986603556	0.00115240550697321	0.217978533764877
1075	14	9	0	A_07_P021226	b0423	1.03445124680439	6.44696315738357	0.000256705758587339	0.00116007487850156	0.210164671044898
5972	73	68	0	A_07_P049591	Z5057	0.94348993925212	6.44640362974773	0.000256850620443939	0.00116017600231044	0.209544699091325
15069	184	63	0	A_07_P057031	ECs1019	-1.94955704881039	-6.44552721575705	0.000257077707011341	0.00116064825586817	0.208573531275364
3256	40	58	0	A_07_P019740	b2567	0.747320315861498	6.44174410137213	0.000258060510424073	0.00116453032622049	0.204380323894443
5158	63	74	0	A_07_P033087	c_3576	-0.937924083373181	-6.43888831463386	0.000258805173838256	0.00116733457456951	0.201213805109727
5630	69	54	0	A_07_P061030	ECs1607	0.939478337250385	6.43545730965018	0.000259702990494977	0.00117064348538251	0.197408156937435
6049	74	63	0	A_07_P021115	b0400	0.941461410771466	6.4351409105214	0.000259785959277241	0.00117064348538251	0.197057136364092
11108	136	38	0	A_07_P061520	ECs5068	-1.07875034606224	-6.43355763358645	0.00026020158220099	0.00117195881436414	0.195300427436578
10396	127	64	0	A_07_P052786	Z4306	1.05226928032631	6.43068446932757	0.000260957700593879	0.00117480576997397	0.192111751165293
13847	169	71	0	A_07_P055321	ECs2746	0.80304721275801	6.42927416967342	0.000261329736840722	0.00117592174221155	0.190546210784261
3960	49	24	0	A_07_P059001	ACA-0244191	0.905137970716957	6.42606310926146	0.000262179014854773	0.00117918310954625	0.186980776955066
14793	181	33	0	A_07_P063301	ECs2858	0.806281563260584	6.42292243731164	0.000263012645896774	0.00118157172528309	0.183492274017587
15050	184	44	0	A_07_P062818	ECs2905	1.26053675308515	6.42269190891295	0.000263073951239367	0.00118157172528309	0.183236166719603
12090	148	36	0	A_07_P015266	b1985	1.00351182230106	6.42265288928614	0.000263084329457563	0.00118157172528309	0.183192816918505
12707	155	79	0	A_07_P053696	ECs0300	0.80599944286598	6.41363595150529	0.000265494856025899	0.00119182812018993	0.173170209452636
12781	156	71	0	A_07_P005076	b0926	0.935591491716634	6.41271061105126	0.00026574361637233	0.00119182812018993	0.172141098646175
5238	64	72	0	A_07_P017001	b3612	0.87597892045559	6.41270375956509	0.000265745459231538	0.00119182812018993	0.172133478421395
8510	104	64	0	A_07_P016003	b1865	0.830800075852646	6.41144355932841	0.000266084659823745	0.00119278461800781	0.17073178507782
12969	159	13	0	A_07_P046232	Z4875	-1.17627762045203	-6.41059838659578	0.000266312419608448	0.00119324088861458	0.169791608255196
13108	160	70	0	A_07_P050771	Z1972	1.62202668314346	6.40852133173558	0.000266873072285045	0.00119518758424773	0.167480702254307
13201	161	81	0	A_07_P001583	b1076	-0.884203826460322	-6.40363071363717	0.000268198370846763	0.00120055527819496	0.162037360768006
13374	164	8	0	A_07_P045511	Z3467	0.982272991943761	6.39939382090034	0.00026935243480863	0.00120515175366431	0.1573192431607
7512	92	50	0	A_07_P009391	b1460	0.925983417696371	6.39587011045702	0.000270316444914398	0.00120889394061812	0.153393624327673
10087	124	1	0	A_07_P048560	Z2274	0.980911690637226	6.39335895784981	0.000271005782040514	0.00121140479824811	0.150595118863521
8519	104	73	0	A_07_P058562	ECs1920	-1.91327809066395	-6.38917177287594	0.000272159557555568	0.00121598836281431	0.145927060089302
2583	32	41	0	A_07_P041198	c_2244	0.794311704355616	6.38865303083541	0.00027230287628493	0.00121605508918947	0.145348592794541
2489	31	29	0	A_07_P051991	Z0943	1.21051345630147	6.38646530944064	0.000272908226554992	0.00121818412908995	0.14290862279562
3939	49	3	0	A_07_P021179	b0413	0.793763825233225	6.38105321932371	0.000274412209489335	0.00122432051261563	0.136869966154038
5216	64	50	0	A_07_P053173	ECs3163	0.812515663449047	6.3781362028305	0.000275226648189264	0.00122737608834685	0.133613739675057
10171	125	3	0	A_07_P005991	b2799	-0.750887146773031	-6.37586327884057	0.000275863117243437	0.00122907525376998	0.13107577531227
9583	117	71	0	A_07_P051011	Z1284	-1.90086864957965	-6.37566489903827	0.000275918745566785	0.00122907525376998	0.130854232568023
11149	136	79	0	A_07_P038207	c_1476	1.01022357473729	6.37506616720858	0.000276086713523347	0.00122907525376998	0.130185562924017
13042	160	4	0	A_07_P051007	Z1274	0.857650650157266	6.37492367853919	0.000276126703971972	0.00122907525376998	0.130026423628887
3676	45	68	0	A_07_P055661	ECs2863	0.900855608738885	6.37257527230369	0.00027678672916771	0.0012314344286879	0.127403230457733
12615	154	69	0	A_07_P000202	b3095	-1.00019191393498	-6.37178446321602	0.000277009382511498	0.00123160557985194	0.126519735140616
4403	54	57	0	A_07_P002160	b2742	-0.86395167538444	-6.37151516122331	0.000277085250281301	0.00123160557985194	0.126218852118479
11261	138	27	0	A_07_P044992	Z3190	0.913435460865285	6.36460094238201	0.000279041055508783	0.00123971710965253	0.118490726767423
2434	30	56	0	A_07_P015440	b2023	-1.29454445060214	-6.35834218058678	0.000280824692072572	0.00124705648537806	0.111490105543453
13951	171	11	0	A_07_P002189	b2748	0.83351173829349	6.35774351438492	0.00028099596432102	0.00124723232148487	0.110820224024558
3042	38	8	0	A_07_P052951	ECs2994	1.02011195047602	6.35564979690716	0.000281595869066302	0.00124930963550165	0.10847709520333
4154	51	54	0	A_07_P059999	ECs4352	-1.11615557823248	-6.35006077378524	0.00028320425384164	0.00125585706572473	0.102219621826363
397	5	69	0	A_07_P058928	ECs2358	-0.891246433996377	-6.34672781926455	0.000284168255482718	0.00125954221615924	0.0984861974014928
14001	171	61	0	A_07_P011439	b4141	-0.836618135231437	-6.34495651242367	0.00028468206025165	0.00126122940818692	0.0965014980889682
27	1	27	0	A_07_P005810	b3786	1.2993333254336	6.34104272351008	0.000285821002065787	0.001265683277965	0.0921148250260124
8429	103	65	0	A_07_P005842	b4404	0.96689119729973	6.34056145348538	0.000285961404549808	0.00126571328219429	0.0915752739575169
7459	91	79	0	A_07_P055723	ECs2907	0.991161492626031	6.33324196598342	0.000288106217760703	0.00127461097367089	0.0833658558754173
5927	73	23	0	A_07_P062882	ECs0005	-1.20670353519757	-6.33168209984637	0.000288565609258145	0.00127604736269521	0.0816154733475924
67	1	67	0	A_07_P048583	Z2884	-0.977068318192448	-6.33105023315242	0.000288751930041496	0.00127627544626834	0.0809063465156488
13607	166	77	0	A_07_P003546	b2157	1.25552570149169	6.33048677446377	0.000288918191885341	0.00127641469847852	0.0802739501871876
9935	122	13	0	A_07_P054332	ECs2133	-0.896434711992245	-6.32875506319656	0.000289429840653097	0.00127807899797955	0.078330121200703
15034	184	28	0	A_07_P016927	b3597	-1.06055485810233	-6.32074700025275	0.000291809022245072	0.00128798464990928	0.0693362884957827
11913	146	23	0	A_07_P059413	ECs0052	1.20925143575836	6.31785649090201	0.000292673119160128	0.00129119691880984	0.0660880014809999
3225	40	27	0	A_07_P017340	b3681	1.01080615769523	6.31695945375337	0.000292941859781456	0.00129178086398973	0.0650797200916307
6174	76	24	0	A_07_P014227	b2389	-1.15950330593026	-6.31592905155779	0.000293250893279152	0.00129254186186139	0.0639214107334443
7969	98	15	0	A_07_P021451	b0469	1.33111906924185	6.31483906617118	0.000293578191047457	0.00129338261655884	0.0626959776938181
9463	116	33	0	A_07_P039426	c_4874	-1.20960566911827	-6.31393141677462	0.000293851047236927	0.00129398285422044	0.0616754255591534
8452	104	6	0	A_07_P051095	Z1338	0.952052922887888	6.31221181262937	0.000294368765065153	0.0012956602893574	0.0597416373831567
10920	134	14	0	A_07_P010230	b0742	0.997986278539481	6.3103517205466	0.000294929920765964	0.00129752726869262	0.0576494471350104
7454	91	74	0	A_07_P003804	b4251	0.767138490940029	6.30766878680296	0.000295741407601742	0.00129973901295875	0.0546309815837143
7415	91	35	0	A_07_P009130	b1407	0.736756344915929	6.30764873213557	0.000295747482720903	0.00129973901295875	0.0546084154624253
1205	15	57	0	A_07_P062321	ECs1242	0.825486820261492	6.30732915326661	0.000295844310804377	0.00129973901295875	0.0542488088241981
8527	104	81	0	A_07_P016720	b0592	-1.05461601712908	-6.30201721475236	0.000297458926240486	0.00130622668027347	0.0482696718807603
3776	47	4	0	A_07_P017187	b3649	0.896052753301301	6.29993383251378	0.000298094861788195	0.00130841266490166	0.0459236461441446
14307	175	39	0	A_07_P012449	b3194	0.881896298256745	6.29806077353757	0.000298667887638861	0.00131032062608397	0.0438139947553964
13965	171	25	0	A_07_P045124	Z3249	-1.58006739516688	-6.2959221974536	0.000299323640208237	0.00131258959261686	0.041404751145091
12323	151	23	0	A_07_P002010	b2712	0.98497483381455	6.29525036487553	0.000299529974632585	0.00131288658941224	0.0406477703479533
5166	63	82	0	A_07_P059828	ECs4281	0.858939254926442	6.29031606735954	0.000301050256597131	0.00131841383123473	0.0350863671326884
3930	48	76	0	A_07_P060560	ECs1408	-0.918594507753749	-6.29018951678884	0.000301089360063466	0.00131841383123473	0.0349436929972127
13693	167	81	0	A_07_P020765	b1626	1.22766528260462	6.28980384537473	0.000301208565328543	0.00131841383123473	0.0345088715570405
9666	118	72	0	A_07_P051070	Z1333	1.0174173414936	6.28488905494282	0.000302732254222488	0.00132447109099095	0.0289661074166627
2787	34	81	0	A_07_P059230	ACA-0244242	0.789116214399898	6.28332503563458	0.000303218927920861	0.00132598785100018	0.0272016148620624
15431	189	15	0	A_07_P006505	b2907	0.78007914583733	6.28045108009147	0.000304115480423924	0.00132929479952719	0.0239584810927012
9997	122	75	0	A_07_P008226	b0307	-0.867996603181341	-6.26643947648713	0.000308528899580126	0.00134769264990518	0.00813215005492918
12224	150	6	0	A_07_P060031	ECs4370	-1.08439243979033	-6.2661869347732	0.000308609096035086	0.00134769264990518	0.00784667391756066
3639	45	31	0	A_07_P055560	ECs2828	0.818461638394624	6.26355045594239	0.000309447713274106	0.00135039717324341	0.00486588839212576
11233	137	81	0	A_07_P021187	b0415	1.23825668632437	6.26334383921567	0.000309513541291327	0.00135039717324341	0.00463225196354955
2670	33	46	0	A_07_P042552	c_2840	1.23546018526527	6.26259981271661	0.000309750716775333	0.00135080975566112	0.0037908830954132
9624	118	30	0	A_07_P044685	Z3026	0.957525642518842	6.25657140381355	0.000311679872264224	0.00135859721587056	-0.00302880125654248
5549	68	55	0	A_07_P010409	ABE-0285050	-0.749834328919291	-6.24953204222256	0.000313949453881456	0.00136786073006677	-0.0109979223144236
2907	36	37	0	A_07_P011571	b4171	-0.77425381765907	-6.24832005845247	0.000314342062589804	0.00136894161694282	-0.0123706147228484
1858	23	54	0	A_07_P062811	ECs2825	-1.60597169507465	-6.24614248606283	0.000315048833959564	0.00137138904194163	-0.0148373974722515
429	6	19	0	A_07_P000572	b3170	0.781368886923596	6.24182833984488	0.000316454288453226	0.00137687414801514	-0.0197262842511634
3963	49	27	0	A_07_P015999	b1864	0.776281873458538	6.24136218317815	0.000316606568538216	0.00137690423195316	-0.0202546838696094
11049	135	61	0	A_07_P056285	ECs3764	1.21944978574019	6.23595523507454	0.000318378824051815	0.001383976237457	-0.0263855904147423
14453	177	21	0	A_07_P009866	b0661	1.24859447154281	6.23330464010462	0.000319251642041763	0.00138713374010072	-0.0293924319591232
4593	57	1	0	A_07_P047006	Z5367	-0.815236315220854	-6.23279877731439	0.000319418520102879	0.00138722247703552	-0.0299663847563938
13368	164	2	0	A_07_P035397	c_2352	1.12350795045601	6.23120460659951	0.000319945051958311	0.00138887237953672	-0.031775344969426
2395	30	17	0	A_07_P012745	b3255	0.759422207618246	6.23060508039197	0.000320143316292614	0.00138909642323575	-0.0324557309722779
8631	106	21	0	A_07_P016482	b0543	1.49171716621944	6.22777102129072	0.000321082393469597	0.00139219508048276	-0.0356726422139921
13766	168	72	0	A_07_P048026	Z2181	0.955379296421318	6.22756306791317	0.00032115142006491	0.00139219508048276	-0.0359087279061852
7211	88	77	0	A_07_P055150	ECs2648	0.740432508421574	6.22188326645588	0.000323043121089575	0.00139913490291299	-0.0423590165535606
