Gene	RNASeq18MM-1-uP	RNASeq18MM-2-uP	RNASeq18MM-3-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP
tRNA25;pseudo=	0	0	0	0	0	0
argO4	201	206	121	102	78	43
ECs1959	998	966	927	991	784	597
ECs1960	198	197	177	161	134	98
ECs1961	1827	1612	1505	1702	1682	1410
ECs1962	84	41	88	102	56	45
ECs1963	134	94	154	116	94	49
ECs1964	131	82	146	160	81	89
ECs1965	134	168	177	140	137	104
ECs1966	342	305	311	266	226	219
ECs1967	47	61	57	72	56	46
ECs1968	100	86	128	112	85	71
ECs1969	20	11	25	25	17	19
ECs1970	127	108	178	154	97	107
ECs1971	398	337	456	356	305	334
ECs1972	346	302	313	211	264	249
ECs1973	13	5	5	2	3	9
ECs1974	167	117	193	107	71	61
ECs1975	323	220	420	228	175	155
ECs1976	25	12	45	16	24	11
ECs1977	29	7	23	11	5	13
ECs1978	65	38	57	36	22	25
ECs1979	46	11	41	26	20	10
ECs1980	193	207	297	161	137	151
ECs1981	133	84	154	93	73	86
ECs1982	98	44	84	65	33	40
ECs1983	188	104	281	157	126	105
ECs1984	5	1	23	10	3	0
ECs1985	61	28	62	30	36	55
ECs1986	77	54	99	62	39	58
ECs1987	117	60	108	56	63	43
ECs1988	34	59	49	14	14	24
ECs1989	1703	2045	1149	337	313	338
ECs1990	820	659	880	675	622	736
ECs1991	746	791	1039	601	594	607
ECs1992	448	350	254	241	238	289
ECs1993	41	24	63	59	31	21
ECs1994	161	176	282	149	108	113
ECs1995	42	60	144	58	37	41
ECs1996	222	210	367	294	288	305
ECs1997	6709	6905	9966	1588	1439	1573
ECs1998	319	386	464	1111	994	1041
ECs1999	14	17	17	27	26	14
ECs2000	8265	8914	10335	5112	5119	5074
ECs2001	4790	5508	7234	2077	1834	1867
ECs2002	2113	1843	3459	1072	637	864
ECs2003	3473	3657	4775	2214	2149	2340
ECs2004	88	106	146	42	59	40
ECs2005	114	139	179	64	59	63
ECs2006	1484	1595	2151	1927	1758	1731
ECs2007	1071	979	1234	1623	1457	1707
ECs2008	2016	793	3550	191	100	121
ECs2009	2768	2737	4234	2577	2396	2910
ECs2010	68	84	103	121	88	129
ECs2011	17	17	38	68	27	20
ECs2012	220	233	361	243	193	213
ECs2013	298	293	358	198	121	116
ECs2014	13116	14022	3326	995	978	1404
ECs2015	12432	12178	16490	15096	13413	15566
ECs2016	43	33	81	40	35	29
ECs2017	15	29	60	36	16	29
ECs2018	26	28	58	54	39	48
ECs2019	65	62	110	65	74	83
ECs2020	3002	3952	4591	1084	1071	1177
ECs2021	7090	3837	10576	599	503	449
ECs2022	25360	25189	46344	1349	1331	1388
ECs2023	2933	3297	4973	2271	2252	2565
ECs2024	885	1030	1378	1109	980	1156
ECs2025	1484	1433	3125	1360	1418	1807
ECs2026	2039	2578	2220	1215	1173	1235
ECs2027	9162	10276	12886	2023	2310	2067
ECs2028	3993	3748	6397	547	513	588
ECs2029	10426	11019	15209	6294	5900	6687
ECs2030	108	128	209	142	115	137
ECs2031	1022	1334	1978	345	307	354
ECs2032	963	969	1532	684	597	745
ECs2033	1161	1196	1918	301	231	290
ECs2034	849	799	1276	909	762	1005
ECs2035	1186	1246	1797	1016	902	1144
ECs2036	11236	12189	18830	1611	1429	1894
ECs2038	2039	3467	3662	220	208	266
ECs2037	736	966	1294	504	424	549
ECs2039	5291	4701	8256	6033	5128	5938
ECs2040	171	223	304	141	117	116
ECs2041	270	334	452	210	189	215
ECs2042	905	994	1421	689	622	769
ECs2043	2980	2975	4232	2725	2669	3254
ECs2044	2981	3134	4238	540	403	547
ECs2045	1250	1285	1572	184	203	230
ECs2046	669	645	844	106	134	132
ECs2047	452	512	503	44	68	62
ECs2048	3143	4176	4861	855	783	1026
ECs2049	3850	4053	7305	6818	6234	7314
ECs2050	2694	3040	5056	4128	3797	4922
ECs2051	995	1269	1843	1258	1269	1454
ECs2052	1645	2040	2481	712	644	774
ECs2053	2066	1566	3269	240	177	236
ECs2054	3146	3831	4914	461	440	484
ECs2055	6060	6184	9205	5359	5244	5379
ECs2056	9461	9610	10697	4061	3962	4627
ECs2057	2912	2858	4893	2583	2212	3287
ECs2058	207	186	299	90	89	93
ECs2059	0	1	5	3	2	0
ECs2060	205	173	325	213	172	187
ECs2061	604	362	399	206	275	573
ECs2062	41	46	90	48	41	48
ECs2063	37	32	70	33	27	28
ECs2064	1082	1289	1769	332	346	369
ECs2065	779	872	1326	193	139	184
ECs2066	769	517	1113	289	178	211
ECs2067	5075	5678	8268	2511	2211	2543
ECs2068	1357	1101	2431	126	105	140
ECs2069	1169	902	1776	49	77	115
ECs2070	3352	2834	5497	213	224	269
ECs2071	7788	6925	11812	620	601	730
ECs2072	3335	3590	6012	269	250	294
ECs2073	14	31	55	37	34	15
ECs2074	8	5	35	9	6	6
ECs2075	4	12	17	19	13	7
ECs2076	203	226	274	166	139	146
ECs2077	532	599	789	356	313	369
ECs2078	237	247	401	282	294	308
ECs2079	145	227	227	253	228	253
ECs2080	292	385	449	357	306	382
ECs2081	3581	3699	5430	1035	881	1034
ECs2082	34936	29841	47232	4309	4168	5110
ECs2083	18362	19074	25106	7699	7152	8548
ECs2084	28458	34563	47121	1102	1099	1091
ECs2085	5433	8695	6650	222	195	272
ECs2086	38740	41385	56682	2354	2142	2471
ECs2087	2298	2271	2277	497	478	573
ECs2088	535	506	760	186	162	179
ECs2089	386	374	550	166	167	146
ECs2090	336	296	476	119	66	89
ECs2091	1673	1532	2412	256	267	301
ECs2092	755	666	1073	64	86	62
ECs2093	518	527	758	198	175	160
ECs2094	3886	4317	4875	530	487	530
ECs2095	8227	10215	11232	1200	1150	1175
ECs2096	3133	3583	5380	1262	1199	1689
ECs2097	133697	130403	266720	5818	5690	7839
ECs2098	219713	155639	365071	8294	7934	11220
ECs2099	993	1072	1833	939	835	1051
ECs2100	342	383	640	324	260	309
ECs2101	34	47	98	57	62	89
ECs2102	295	264	420	80	94	83
ECs2103	1044	1064	1404	386	298	326
ECs2104	39	52	55	35	33	28
ECs2105	4	2	9	1	0	1
ECs2106	538	461	851	468	374	409
ECs2107	50	51	71	37	23	36
ECs2108	43	46	49	41	29	31
ECs2109	39	49	63	46	23	34
ECs2110	72	97	122	70	90	72
ECs2111	5	21	26	16	19	6
ECs2112	149	193	252	55	64	63
ECs2113	1702	2403	2455	685	613	544
ECs2114	10	17	25	13	19	6
ECs2115	45	22	66	43	19	24
ECs2116	256	331	495	198	137	194
ECs2117	236	257	449	241	134	172
ECs2118	1592	1184	2401	404	333	424
ECs2119	1209	977	2175	108	82	77
ECs2120	2474	2080	3860	161	111	198
ECs2121	1252	991	1722	138	117	109
ECs2122	753	527	1117	63	62	65
ECs2123	1842	1446	2950	101	93	88
ECs2124	2264	1640	3287	80	53	59
ECs2125	790	604	1393	69	56	78
ECs2126	2767	2574	3964	821	928	922
ECs2127	1987	2165	3209	3082	3029	3034
ECs2128	1873	1647	2664	1150	1094	1170
ECs2129	1527	1590	2337	1918	1701	2034
ECs2130	387	473	547	671	698	853
ECs2131	1861	2136	3021	3513	2993	3692
ECs2132	1188	1126	2393	1370	782	2167
ECs2133	1303	1585	2254	551	495	754
ECs2134	61	95	122	43	42	38
ECs2135	886	910	1405	2790	2109	2767
ECs2136	2414	2756	3705	1519	1402	1638
ECs2137	1350	1516	2003	1943	1788	2100
ECs2138	1519	1830	2677	2159	2020	2385
ECs2139	641	776	924	789	780	849
ECs2140	2447	3031	4174	1385	1284	1397
ECs2141	2227	2735	3559	1262	1100	1271
ECs2142	874	1163	1415	261	202	219
ECs2143	2920	3691	5075	1018	999	1056
ECs2144	6405	5875	9986	10917	8492	9729
ECs2145	1106	1480	1618	134	139	102
ECs2146	508	517	665	125	125	148
ECs2147	3780	3032	5908	1501	1319	1414
ECs2148	12937	15207	20466	3328	2748	3370
ECs2149	4686	5448	6837	4431	4354	5360
ECs2150	244	266	396	274	274	324
ECs2151	459	465	588	683	615	617
ECs2152	219	245	287	519	473	427
ECs2153	58	37	62	161	124	128
ECs2154	193	243	260	245	212	226
ECs2155	184	88	185	190	129	93
ECs2156	141	134	243	141	102	120
ECs2157	47	35	58	32	25	30
ECs2158	20	14	25	16	15	9
ECs2159	109	126	73	75	80	39
ECs2160	107	117	134	73	95	87
ECs2161	1188	1112	1226	1219	1266	1419
ECs2162	204	182	184	113	127	115
ECs2163	148	119	108	89	95	69
ECs2164	81	47	83	50	44	56
ECs2165	29	12	34	18	12	14
ECs2166	928	849	1158	756	590	608
ECs2167	200	179	319	159	92	117
ECs2168	261	277	334	155	114	115
ECs2169	290	361	316	204	145	119
ECs2170	55	40	41	39	31	26
ECs2171	71	77	69	72	53	30
ECs2172	50	28	37	38	31	18
ECs2173	43	44	49	43	56	26
ECs2174	278	248	256	122	145	160
ECs2175	120	68	84	39	69	71
ECs2176	235	221	205	165	252	284
ECs2177	428	403	511	327	434	520
ECs2178	35	47	49	48	34	43
ECs2179	414	422	667	375	285	318
ECs2180	86	64	122	104	83	79
ECs2181	13	14	13	26	23	9
ECs2182	56	54	103	70	52	55
ECs2184	50	64	114	58	55	46
ECs2183	0	0	0	0	0	0
ECs2185	276	317	365	321	254	205
ECs2186	169	135	193	195	122	124
ECs2187	98	59	119	108	67	45
ECs2188	11	5	13	11	7	5
ECs2189	499	503	626	528	547	573
ECs2190	445	438	554	665	514	507
argO5	54	71	31	30	26	13
tRNA99	0	0	0	0	0	0
tRNA99;pseudo=	0	0	0	0	0	0
ileZ5	0	0	0	0	0	0
ECs2191	11	6	11	7	5	7
ECs2192	12	15	21	19	24	23
ECs2193	20	23	29	42	38	20
ECs2194	1	0	2	0	1	1
ECs2195	47	57	59	51	50	56
ECs2196	0	0	0	0	0	0
ECs2197	1226	1225	2119	743	597	688
ECs2198	3016	3056	5110	2948	2571	3447
ECs2199	0	0	0	0	0	0
ECs2200	0	0	0	0	0	0
ECs2201	0	0	0	0	0	0
ECs2202	0	0	0	0	0	0
ECs2203	0	0	0	0	0	0
ECs2204	0	0	0	0	0	0
ECs2205	0	0	0	0	0	0
ECs2206	0	0	0	0	0	0
ECs2207	27	25	49	18	12	20
ECs2208	0	0	0	0	0	0
ECs2209	0	0	0	0	0	0
ECs2210	0	0	0	0	0	0
ECs2211	0	0	0	0	0	0
ECs2212	0	0	0	0	0	0
ECs2213	0	0	0	0	0	0
dicF2	0	0	0	0	0	0
ECs2214	2	2	2	2	1	1
ECs2215	0	0	0	0	0	0
ECs2216	0	0	0	0	0	0
ECs2217	0	0	0	0	0	0
ECs2218	9	6	8	18	26	14
ECs2219	3814	4214	4946	2647	2400	2628
ECs2220	1451	1697	1844	830	902	976
ECs2221	121	180	201	173	123	149
ECs2222	67	74	86	104	86	100
ECs2223	101	109	74	78	93	146
ECs2224	1423	1508	1320	1094	1202	1612
ECs2225	0	0	0	0	0	0
ECs2226	0	0	0	0	0	0
ECs2227	0	0	0	0	0	0
ECs2228	0	0	0	0	0	0
ECs2229	0	0	0	0	0	0
ECs2230	48	52	39	42	36	19
ECs2231	205	183	152	120	98	114
ECs2232	120	122	142	99	104	120
ECs2233	69	88	111	50	59	73
ECs2234	1339	1181	630	590	703	597
ECs2235	370	289	214	200	236	166
ECs2236	41	28	38	42	14	30
ECs2237	15	7	13	9	6	8
ECs2238	211	116	104	97	171	258
ECs2239	40	21	33	21	9	9
ECs2240	261	164	235	164	100	123
ECs2241	85	38	111	47	44	29
ECs2242	137	72	96	75	76	75
ECs2243	53	25	34	27	23	16
ECs2244	69	37	80	41	38	18
ECs2245	74	52	38	43	22	27
ECs2246	37	8	12	7	7	19
ECs2247	22	6	19	17	11	12
ECs2248	489	382	455	306	214	168
ECs2249	21	9	9	6	7	16
ECs2250	1102	945	890	605	677	751
ECs2251	1106	888	1173	1004	816	832
ECs2252	535	465	703	596	450	451
ECs2253	92	81	139	99	92	81
ECs2254	489	385	651	530	420	410
ECs2255	148	171	186	203	146	118
ECs2257	431	466	460	399	296	253
ECs2256	0	0	0	0	0	0
ECs2258	360	354	424	447	309	275
ECs2259	179	118	241	295	145	151
ECs2260	61	44	89	73	28	38
ECs2261	16	16	34	21	15	7
ECs2262	587	583	648	653	622	650
ECs2263	221	249	480	173	138	167
ECs2264	156	127	157	182	150	138
ECs2265	714	798	1113	1301	1124	1198
ECs2266	1	0	1	0	0	0
argO6	0	0	0	0	0	0
argN4	0	0	0	0	0	0
ileZ6	19	13	31	63	45	53
ECs2267	29	14	63	34	27	22
ECs2268	0	0	1	0	0	1
ECs2269	275	339	440	418	414	475
ECs2270	1999	2718	3579	2212	2271	2493
ECs2271	99	92	132	110	74	85
ECs2272	721	824	963	567	510	469
ECs2273	229	235	246	146	120	143
ECs2274	404	371	420	215	198	193
ECs2275	233	229	346	163	101	108
ECs2276	178	227	348	208	130	143
ECs2277	205	297	353	183	179	227
ECs2278	92	119	180	49	59	58
ECs2279	5119	6031	8193	4127	3874	4816
ECs2280	2373	2858	3713	1815	1655	1843
ECs2281	2985	3748	4981	2085	1913	2198
ECs2282	23	24	45	42	36	19
ECs2283	541	780	1266	727	737	959
dicF3	42	46	70	38	42	55
ECs2284	18	16	71	26	23	43
ECs2285	16	17	72	28	8	47
ECs2286	649	670	1027	543	463	590
ECs2287	111	111	205	154	133	193
ECs2288	293	205	501	593	373	473
ECs2289	2338	2686	3520	2478	2161	2459
ECs2290	1957	2280	2941	2345	2049	2276
ECs2291	1140	1161	1755	703	557	594
ECs2292	1020	1078	1129	78	94	143
ECs2293	613	655	884	378	290	352
ECs2294	804	860	1075	678	557	515
ECs2295	140	140	158	113	85	120
ECs2296	1257	1305	1910	1556	1347	1492
ECs2297	1542	1252	1934	1604	1256	1640
ECs2298	861	766	985	1339	1190	1514
ECs2299	685	683	1014	580	495	442
ECs2300	2040	1142	2903	1430	933	1003
ECs2301	550	502	720	267	281	308
ECs2302	3328	4033	5664	2433	2359	2446
ECs2303	449	511	577	237495	228153	212543
ECs2304	3885	4955	6076	40587	37095	34812
ECs2305	1052	1221	1468	2004	1890	1842
ECs2306	1538	1765	2210	795	658	891
ECs2307	682	737	1038	582	490	572
ECs2308	12424	9291	18698	4246	2883	3963
ECs2309	16520	13411	25026	4901	3567	4677
ECs2310	9802	7461	16323	7356	4638	4925
ECs2311	2761	2325	4121	6422	5180	5912
ECs2312	3149	3562	5147	2242	1938	2232
ECs2313	846	1052	1371	584	467	621
ECs2314	3891	4529	5187	2652	2476	2563
ECs2315	3497	3787	4507	2156	1954	2077
ECs2316	1448	1568	2188	515	469	446
ECs2317	4145	3480	4586	804	671	605
ECs2318	5200	5168	6239	1007	875	919
ECs2319	5727	7251	8396	4432	4023	4284
ECs2320	21392	25357	34133	6594	5626	6528
ECs2321	52	62	71	31	24	35
ECs2322	66	73	105	75	63	58
ECs2323	126	120	159	124	111	135
ECs2324	306	336	448	249	179	216
ECs2325	64	80	88	107	70	74
ECs2326	3553	4106	5252	2676	2395	2648
ECs2327	5412	6346	8722	978	905	1002
ECs2328	1101	654	1456	542	382	453
ECs2329	1812	1866	2662	542	448	567
ECs2330	3676	3994	5522	2042	1629	2025
ECs2331	3042	3089	4010	6305	5795	7399
ECs2332	12898	12981	19593	6881	6293	7925
ECs2333	646	809	1223	791	768	896
ECs2334	871	930	1714	939	884	1412
ECs2335	5291	5970	8360	7575	7279	8595
ECs2336	5796	6980	8649	9900	9199	10561
ECs2337	3569	3840	4201	5399	5890	6879
ECs2338	11814	10137	12126	14694	16065	21269
ECs2339	4902	5241	7418	9431	8479	9947
ECs2340	3017	3284	4159	5056	5201	5854
ECs2341	3111	3452	4645	5300	5083	5873
ECs2342	2280	2307	3319	3767	3478	4072
ECs2343	9728	10353	14795	63890	57178	67526
ECs2344	7444	7766	12785	2791	2390	2751
ECs2345	4317	4622	6435	4602	3749	4665
ECs2346	14729	14578	21088	15709	13188	16122
ECs2347	3061	3966	5010	2603	2201	2666
ECs2348	622	755	937	540	454	478
ECs2349	2236	1699	3564	2337	2015	2275
ECs2350	13511	13948	19078	10550	8993	9767
ECs2351	14526	18237	24036	11945	10754	12931
ECs2352	944	1121	1455	774	790	785
ECs2353	567	651	891	1646	1540	1366
ECs2354	2098	2116	2235	2692	2562	2810
ECs2355	6152	7290	8896	1116	992	1069
ECs2356	6454	7159	10043	2385	2132	2319
ECs2358	406	392	588	121	110	120
ECs2357	417	572	671	534	514	557
ECs2359	2405	2566	3598	1723	1593	1726
ECs2360	5055	5458	8477	1989	1546	1796
ECs2361	3970	3816	4663	3718	3843	4381
ECs2362	6261	5671	7246	4060	3782	4654
ECs2363	12225	14522	18718	12797	12435	13706
ECs2364	3105	3670	5018	3038	2552	2801
ECs2365	1569	1579	2494	2129	1561	1852
ECs2366	3486	3791	4698	4328	4144	4863
ECs2367	14799	15653	20806	12880	11643	15058
ECs2368	1443	1298	1477	998	1103	1469
ECs2369	612	573	838	6967	6384	6765
ECs2370	28497	28440	47997	5678	4838	5516
ECs2371	5057	5688	7849	3577	2981	3425
ECs2372	2869	2384	4167	3743	2999	3250
ECs2373	5977	3644	9641	2138	1419	1569
valV	7	7	5	10	5	5
valW	322	378	390	491	580	653
ECs2374	3790	4990	5531	4068	3698	4022
ECs2375	2085	2830	2962	826	733	747
ECs2376	449	428	570	301	261	263
ECs2377	206	167	300	149	150	150
ECs2378	190	251	317	138	148	163
ECs2379	192	213	245	128	100	108
ECs2380	362	371	503	298	270	282
ECs2381	50	46	53	62	34	45
ECs2382	699	732	1273	352	236	307
ECs2383	60787	64691	93146	48527	41387	46327
ECs2384	213076	246926	447343	139749	166904	241952
ECs2385	4550	5566	7226	2259	2074	2350
ECs2386	1019	1216	1745	384	357	413
ECs2387	3011	3443	4040	895	906	1066
ECs2388	3224	3678	4607	818	678	787
ECs2389	1913	2058	2501	389	389	351
ECs2390	4801	4402	4928	757	599	709
ECs2391	1041	738	706	80	95	127
ECs2392	5254	6810	8407	2388	2215	2283
ECs2393	1480	1773	1767	564	553	682
ECs2394	15220	16923	21676	7219	6258	7223
ECs2395	4791	5147	7513	4679	4085	5211
ECs2396	237	240	164	174	144	78
ECs2397	356	393	217	260	228	157
ECs2398	314	343	218	200	174	99
ECs2399	246	308	242	160	123	88
ECs2400	2426	2874	3717	762	626	690
ECs2401	132	229	179	105	93	57
ECs2402	200	237	272	151	105	124
ECs2403	161	215	287	136	82	98
ECs2404	135	139	164	158	157	174
ECs2405	210	263	266	127	108	128
ECs2406	249	251	353	146	163	172
ECs2407	21	40	50	47	22	24
ECs2408	420	519	607	441	383	437
ECs2409	24097	29068	35136	6683	6484	7152
ECs2410	2295	2739	3842	920	804	902
ECs2411	7949	9819	12996	5810	5605	6904
ECs2412	1362	1732	2130	1395	1244	1336
ECs2413	20851	22924	29110	15753	14634	16894
ECs2414	2675	3389	4465	1673	1566	1713
ECs2415	1510	1513	2461	876	723	789
ECs2416	4082	4258	5092	1199	1125	1455
ECs2417	4180	4742	6139	1164	933	1102
ECs2418	1966	1946	2226	1941	1980	2614
ECs2419	36950	49244	61460	20696	18613	23500
ECs2420	43233	43965	56868	40088	36906	48532
ECs2421	10749	9156	13892	14222	12455	16076
ECs2422	1007	1169	1516	854	811	880
ECs2423	126087	160205	206458	225920	212555	240657
ECs2424	108077	133166	171094	190364	173539	194807
ECs2425	211713	262383	340625	292881	266767	301195
ECs2426	140390	165440	224090	120003	104552	123006
ECs2427	491	536	948	187	195	243
ECs2428	902	979	1339	16983	15157	11786
ECs2429	5977	6754	9520	808	758	905
ECs2430	7461	8136	12278	1366	1078	1184
ECs2431	17065	18705	24368	4011	3638	4211
ECs2432	4151	4767	7002	3437	2980	3561
ECs2433	689	895	1046	764	819	899
ECs2434	329	439	559	588	652	688
ECs2435	52296	71749	114817	2801	2760	2900
ECs2436	754	1053	1897	101	93	113
ECs2437	435	572	716	693	583	635
ECs2438	27615	25927	35312	1438	1276	1224
ECs2439	1213	1473	1864	1047	833	1044
ECs2440	414	445	657	482	354	403
ECs2441	486	547	790	352	269	328
ECs2442	262	215	402	147	131	171
ECs2443	479	500	926	438	444	542
ECs2444	1079	1254	1803	544	536	601
ECs2445	26226	30914	43924	1441	1158	1433
ECs2446	3426	3148	5723	868	651	766
ECs2447	1158	1347	1647	1351	1173	1390
ECs2448	371	358	404	375	294	332
ECs2449	9700	9070	12039	822	894	1243
ECs2450	313	279	320	254	288	244
ECs2451	620	591	703	431	444	513
ECs2452	296	243	266	178	186	221
ECs2453	305	383	578	195	199	192
ECs2454	1348	1327	3227	494	442	503
ECs2455	3428	3157	4455	2248	2117	2380
ECs2456	153	118	192	155	156	135
ECs2457	181	163	277	134	93	144
ECs2458	526	523	669	344	252	290
ECs2459	657	609	572	275	337	446
ECs2460	2022	2035	2379	778	730	922
ECs2461	1901	1355	2185	717	685	828
ECs2462	1316	1257	1756	636	666	805
ECs2463	2061	1947	3060	1452	1225	1630
ECs2464	978	1016	1322	834	786	1035
ECs2465	446	509	691	459	450	561
ECs2466	209	293	405	150	161	181
ECs2467	30823	37666	44319	7472	6438	8136
ECs2468	718	911	1154	509	410	500
ECs2469	6459	6594	7718	4632	4305	5142
ECs2470	8334	8153	9720	4569	4390	5240
ECs2471	4586	3517	4748	1746	1821	2147
ECs2472	7929	8415	11976	10130	8861	10781
ECs2473	416	457	638	631	488	572
ECs2474	3490	3810	5497	3401	2778	3201
ECs2475	2548	2538	3331	1758	1647	2055
ECs2476	239	234	307	240	204	225
ECs2477	457	553	660	306	250	296
ECs2478	1052	1219	1371	1022	967	1017
ECs2479	1118	1266	1845	1053	904	1121
ECs2480	517	461	719	368	221	290
ECs2481	283	255	462	115	83	93
ECs2482	319	302	496	91	60	67
ECs2483	329	308	474	71	59	46
ECs2484	480	474	750	123	98	116
ECs2485	606	587	1053	170	129	128
ECs2486	2001	1361	3163	626	428	437
ECs2487	3404	2595	5269	1111	804	857
ECs2488	384628	454654	547136	141089	136425	154117
ECs2489	6947	5390	9690	2315	1894	2177
ECs2490	8222	9345	12679	8604	7374	8208
ECs2491	29067	27784	41952	25529	21259	21680
ECs2492	29254	24722	46377	1715	1436	1558
ECs2493	9877	9071	13835	515	502	490
ECs2494	94	135	224	127	101	112
ECs2495	3799	4580	5962	11867	11796	13810
ECs2496	2693	3126	3597	3298	3294	3545
ECs2497	288	286	440	435	371	397
ECs2498	631	623	833	1048	916	1225
ECs2499	547	736	921	563	471	527
ECs2500	1037	1027	1336	1361	1289	1369
ECs2501	735	917	1124	895	718	788
ECs2502	572	798	1003	871	722	876
ECs2503	4846	5350	7155	5939	5782	6391
ECs2504	5365	5521	8970	1379	1172	1607
ECs2505	538	602	791	750	715	930
ECs2506	1513	1929	2342	2021	1744	2407
ECs2507	1254	1380	1856	3459	2880	3578
ECs2508	1386	1347	1902	115	120	124
ECs2509	2320	3608	2251	315	317	406
ECs2510	677	806	816	265	248	256
ECs2511	689	657	827	302	221	204
ECs2512	749	738	1077	428	447	516
ECs2513	4148	4498	5512	6922	6608	8483
ECs2514	4849	5485	7210	10760	9369	11434
ECs2515	4947	5965	7473	5790	5381	6551
ECs2516	5265	4653	5922	6285	6474	8957
ECs2517	6312	6497	7476	6751	6446	8365
ECs2518	2066	2250	3040	961	893	1071
ECs2519	670	742	1312	495	373	522
ECs2520	1610	896	992	552	902	1660
ECs2521	2492	2568	4179	2322	1944	2441
ECs2522	821	894	1201	697	682	918
ECs2523	6444	6237	9166	14185	14652	15218
ECs2524	1337	1601	1883	789	723	758
ECs2525	4337	4573	5288	2373	2232	2628
ECs2526	455	409	555	206	188	237
ECs2527	25010	22541	31325	2301	2118	2694
ECs2528	18576	18392	27039	2785	2312	2567
ECs2529	21584	21109	29579	3171	2862	3489
ECs2530	1199	1230	1468	404	337	310
ECs2531	5000	5769	6362	9407	8325	8990
ECs2532	8084	9023	11601	5897	5308	6007
ECs2533	58235	72658	93812	11752	10578	13997
ECs2534	44374	53531	73327	8557	7616	10265
ECs2535	1999	1882	2719	3573	2465	2594
ECs2536	759	776	1037	1093	721	687
ECs2537	2947	2009	4658	1952	1353	1565
ECs2538	2044	2233	2818	5696	5405	6312
ECs2539	29055	35461	44988	9094	8524	10235
ECs2540	31577	33711	52105	40083	35116	41096
ECs2541	24369	24374	34054	30782	30025	38179
ECs2542	4530	4897	7128	2357	2411	3510
ECs2543	2888	3407	4238	2248	2161	2821
ECs2544	11199	12015	17375	5983	5293	5850
ECs2545	4888	5416	7611	6973	6633	7480
ECs2546	21286	22557	31835	1369	1409	1464
ECs2547	1163	1404	1703	335	313	323
ECs2548	2686	2617	3697	598	597	543
ECs2549	2056	2427	3185	2219	1756	2132
ECs2550	4327	4020	5709	4989	3977	4476
ECs2551	3649	4478	5206	3128	2820	3191
ECs2552	1645	1952	2278	1119	969	899
ECs2553	2279	2770	3597	2105	1837	2059
ECs2554	1820	2261	2970	1646	1366	1584
ECs2555	4439	4831	6279	4222	3443	3721
ECs2556	4056	4121	5480	1488	1340	1374
ECs2557	13387	14039	21325	6139	5505	6580
ECs2558	10020	10639	15681	8797	7547	8641
ECs2559	12607	10109	17284	832	695	778
ECs2560	5004	4273	6384	5366	4572	6123
ECs2561	2566	2642	3874	9582	7359	9371
ECs2562	18881	21639	30096	17540	15424	18147
ECs2563	5069	5226	6741	2429	2440	2857
ECs2564	27254	28650	41188	10165	7976	9677
ECs2565	7594	7883	10986	9901	9405	11267
ECs2566	21931	22165	32683	25113	23027	28210
ECs2567	12024	13983	19328	12815	11973	14485
ECs2568	1700	1768	2773	2399	2249	3240
ECs2569	1489	1517	2419	2204	1881	2745
ECs2570	8888	7942	12161	8289	6997	8422
ECs2571	4901	4638	6732	4734	4092	5240
ECs2572	85	103	105	123	126	102
ECs2573	3370	2898	3011	2929	3355	3979
ECs2574	7389	6935	9763	7851	6635	7320
ECs2575	3737	3369	4774	4168	3504	3647
ECs2576	22884	20596	32365	27559	22823	24166
ECs2577	1752	1680	2310	2149	2277	2885
ECs2578	1172	1396	1835	1781	1682	1907
ECs2579	2667	2795	4151	2097	1992	2331
ECs2580	3724	3257	6087	5211	4173	4767
ECs2581	3362	2501	4839	5193	4171	4565
ECs2582	1554	1389	2278	1174	855	1016
ECs2583	113	99	140	113	86	66
ECs2584	9032	9135	14539	5812	5143	6740
ECs2585	3582	4211	5402	2699	2391	2648
ECs2586	20133	21139	29765	28760	25008	27599
ECs2587	507	552	773	1673	1578	1868
ECs2588	72	34	89	98	86	70
ECs2589	497	502	531	290	288	257
ECs2590	150	120	165	102	74	55
ECs2591	1110	1141	763	290	262	171
ECs2592	554	630	453	187	90	65
ECs2593	493	416	363	147	115	59
ECs2594	884	1074	589	263	224	168
ECs2595	3196	4180	2072	894	764	376
ECs2596	3215	4466	1997	1080	908	595
ECs2597	1419	1686	1304	491	362	221
ECs2598	4239	5164	3567	1730	1435	914
ECs2599	1678	2206	1324	1031	998	500
ECs2600	2478	3182	2328	1780	1444	845
ECs2601	10614	11115	17827	1070	900	1134
ECs2602	11701	12176	19183	1020	892	1076
ECs2603	1734	2153	2906	366	314	371
ECs2604	10883	13214	14608	1179	1079	1176
ECs2605	7168	7495	9634	437	391	349
ECs2606	281	222	381	187	126	145
ECs2607	89	62	114	69	57	56
